,country,city_ascii,iso3
861,Brazil,Santo Andre,BRA
862,Poland,Bytom,POL
863,Congo (Brazzaville),Pointe-Noire,COG
864,Saudi Arabia,At Ta'if,SAU
865,Egypt,Ismailia,EGY
866,United States,Concord,USA
867,India,Shimoga,IND
868,Vietnam,Bien Hoa,VNM
869,China,Xiping,CHN
870,Ukraine,Kryvyy Rih,UKR
871,Jordan,Irbid,JOR
872,India,Tiruppur,IND
873,Uzbekistan,Andijon,UZB
874,Russia,Krasnodar,RUS
875,Spain,Zaragoza,ESP
876,Italy,Genoa,ITA
877,Turkey,Diyarbakir,TUR
878,Mexico,Morelia,MEX
879,Russia,Ul'yanovsk,RUS
880,Netherlands,Utrecht,NLD
881,Congo (Kinshasa),Kikwit,COD
882,Saudi Arabia,Al Hufuf,SAU
883,Indonesia,Yogyakarta,IDN
884,Poland,Wroclaw,POL
885,Canada,Winnipeg,CAN
886,Russia,Izhevsk,RUS
887,United States,Cape Coral,USA
888,United States,Springfield,USA
889,China,Zhuozhou,CHN
890,India,Raurkela,IND
891,Canada,Quebec,CAN
892,Poland,Poznan,POL
893,United States,Colorado Springs,USA
894,Egypt,Port Said,EGY
895,India,Nanded,IND
896,Pakistan,Bannu,PAK
897,United Kingdom,Southend-on-Sea,GBR
898,Germany,Dresden,DEU
899,Germany,Wiesbaden,DEU
900,United States,Charleston,USA
901,China,Changping,CHN
902,Indonesia,Palu,IDN
903,China,Taizhou,CHN
904,China,Xingtai,CHN
905,Turkey,Samsun,TUR
906,Egypt,Luxor,EGY
907,India,Belgaum,IND
908,Indonesia,Pontianak,IDN
909,Russia,Yaroslavl',RUS
910,Algeria,Constantine,DZA
911,Indonesia,Banjarmasin,IDN
912,United States,Grand Rapids,USA
913,Iraq,Kirkuk,IRQ
914,India,Sangli,IND
915,Venezuela,Barcelona,VEN
916,United States,Mission Viejo,USA
917,Egypt,Suhaj,EGY
918,Egypt,Al Mansurah,EGY
919,Brazil,Canoas,BRA
920,Russia,Barnaul,RUS
921,Iran,Zahedan,IRN
922,Afghanistan,Jalalabad,AFG
923,United States,Albany,USA
924,Peru,Chiclayo,PER
925,Mexico,Hermosillo,MEX
926,India,Chanda,IND
927,Iraq,Al Hillah,IRQ
928,Saudi Arabia,Al Hillah,SAU
929,Iran,Rasht,IRN
930,Japan,Nagano,JPN
931,Vietnam,Vinh,VNM
932,Nigeria,Abeokuta,NGA
933,Turkey,Kayseri,TUR
934,Indonesia,Samarinda,IDN
935,India,Ajmer,IND
936,Germany,Dortmund,DEU
937,Russia,Vladivostok,RUS
938,Russia,Irkutsk,RUS
939,United States,Knoxville,USA
940,Malawi,Blantyre,MWI
941,United States,Baton Rouge,USA
942,China,Anqing,CHN
943,India,Cuttack,IND
944,Japan,Hachioji,JPN
945,Russia,Khabarovsk,RUS
946,Mexico,Veracruz,MEX
947,Congo (Kinshasa),Kisangani,COD
948,Iran,Kerman,IRN
949,Iran,Orumiyeh,IRN
950,India,Bikaner,IND
951,Guatemala,Quetzaltenango,GTM
952,United States,Bakersfield,USA
953,United States,Ogden,USA
954,China,Shihezi,CHN
955,Malaysia,Kuching,MYS
956,China,Shuozhou,CHN
957,Japan,Niigata,JPN
958,Colombia,Pereira,COL
959,Macau,Macau,MAC
960,United States,New Haven,USA
961,Côte D’Ivoire,Bouake,CIV
962,United States,Columbia,USA
963,United States,Akron,USA
964,Indonesia,Binjai,IDN
965,Brazil,Uberlandia,BRA
966,Brazil,Sorocaba,BRA
967,China,Wusong,CHN
968,China,Weihai,CHN
969,Argentina,Mar del Plata,ARG
970,Cuba,Santiago de Cuba,CUB
971,China,Siping,CHN
972,Japan,Kagoshima,JPN
973,Indonesia,Surakarta,IDN
974,Russia,Makhachkala,RUS
975,India,Bhavnagar,IND
976,Nigeria,Uyo,NGA
977,United Kingdom,Bristol,GBR
978,Pakistan,Bahawalpur,PAK
979,Morocco,Kenitra,MAR
980,Brazil,Ribeirao Preto,BRA
981,Japan,Kanazawa,JPN
982,Russia,Orenburg,RUS
983,Spain,Malaga,ESP
984,Saudi Arabia,Tabuk,SAU
985,Venezuela,Puerto La Cruz,VEN
986,China,Jiujiang,CHN
987,India,Hisar,IND
988,China,Kashgar,CHN
989,Mozambique,Matola,MOZ
990,India,Bilaspur,IND
991,Pakistan,Sargodha,PAK
992,Germany,Leipzig,DEU
993,India,Tinnevelly,IND
994,Mexico,Cancun,MEX
995,China,Yangzhou,CHN
996,Russia,Novokuznetsk,RUS
997,Syria,Latakia,SYR
998,Mexico,Heroica Matamoros,MEX
999,Sweden,Goteborg,SWE
1000,Japan,Otsu,JPN
1001,Russia,Tomsk,RUS
1002,China,Linxia Chengguanzhen,CHN
1003,Japan,Matsuyama,JPN
1004,France,Rouen,FRA
1005,China,Jiangmen,CHN
1006,Mexico,Oaxaca,MEX
1007,Mozambique,Beira,MOZ
1008,India,Guntur,IND
1009,Lebanon,Tripoli,LBN
1010,Iran,Hamadan,IRN
1011,China,Cangzhou,CHN
1012,Malaysia,Kota Kinabalu,MYS
1013,Australia,Gold Coast,AUS
1014,China,Ji'an,CHN
1015,Brazil,Londrina,BRA
1016,Russia,Ryazan',RUS
1017,China,Shashi,CHN
1018,Colombia,Bello,COL
1019,Russia,Tyumen',RUS
1020,Russia,Lipetsk,RUS
1021,India,Shiliguri,IND
1022,Turkey,Eskisehir,TUR
1023,Indonesia,Banda Aceh,IDN
1024,India,Ujjain,IND
1025,Argentina,Salta,ARG
1026,Russia,Penza,RUS
1027,Algeria,Blida,DZA
1028,Ukraine,Mykolayiv,UKR
1029,Iraq,Karbala',IRQ
1030,Egypt,Suez,EGY
1031,Poland,Gliwice,POL
1032,Indonesia,Bukittinggi,IDN
1033,China,Liaoyuan,CHN
1034,Malaysia,Kota Bharu,MYS
1035,Brazil,Jundiai,BRA
1036,United Kingdom,Edinburgh,GBR
1037,Mexico,Tlaxcala,MEX
1038,United States,Provo,USA
1039,Iran,Arak,IRN
1040,India,Davangere,IND
1041,Chile,Vina del Mar,CHL
1042,Taiwan,Pingtung,TWN
1043,Algeria,Annaba,DZA
1044,India,Akola,IND
1045,United Kingdom,Brighton,GBR
1046,Russia,Astrakhan',RUS
1047,United Kingdom,Bradford,GBR
1048,Italy,Bari,ITA
1049,Egypt,Damanhur,EGY
1050,Egypt,Al Minya,EGY
1051,Taiwan,Taoyuan District,TWN
1052,Taiwan,Keelung,TWN
1053,Paraguay,San Lorenzo,PRY
1054,Indonesia,Pasuruan,IDN
1055,Taiwan,Chiayi,TWN
1056,Vietnam,Thai Nguyen,VNM
1057,Nigeria,Awka,NGA
1058,China,Shuangyashan,CHN
1059,Mexico,Mazatan,MEX
1060,Japan,Tsu,JPN
1061,Indonesia,Mataram,IDN
1062,Brazil,Macapa,BRA
1063,United States,Worcester,USA
1064,Mexico,Reynosa,MEX
1065,Uzbekistan,Shahrisabz,UZB
1066,United States,Mesa,USA
1067,Syria,Duma,SYR
1068,Tanzania,Mwanza,TZA
1069,China,Wuwei,CHN
1070,United States,Palm Bay,USA
1071,Sudan,Port Sudan,SDN
1072,Argentina,Santa Fe,ARG
1073,Russia,Tula,RUS
1074,Egypt,Bani Suwayf,EGY
1075,China,Yanji,CHN
1076,United States,Toledo,USA
1077,Italy,Bologna,ITA
1078,United States,Brookhaven,USA
1079,India,Saharanpur,IND
1080,United States,Murrieta,USA
1081,India,Gulbarga,IND
1082,India,Bhatpara,IND
1083,United States,Wichita,USA
1084,Nigeria,Ile-Ife,NGA
1085,Brazil,Feira de Santana,BRA
1086,Malaysia,Shah Alam,MYS
1087,Ukraine,Mariupol',UKR
1088,United States,Des Moines,USA
1089,Mexico,Tuxtla,MEX
1090,Afghanistan,Herat,AFG
1091,Belarus,Homyel',BLR
1092,China,Zhaoqing,CHN
1093,Brazil,Americana,BRA
1094,India,Dhulia,IND
1095,Czechia,Ostrava,CZE
1096,Iran,Yazd,IRN
1097,Pakistan,Sialkot City,PAK
1098,Russia,Kemerovo,RUS
1099,Ethiopia,Nazret,ETH
1100,United States,Staten Island,USA
1101,China,Jiaojiangcun,CHN
1102,China,Chaoyang,CHN
1103,Brazil,Juiz de Fora,BRA
1104,India,Udaipur,IND
1105,United States,Long Beach,USA
1106,United States,Greenville,USA
1107,Turkey,Kocaeli,TUR
1108,Greece,Piraeus,GRC
1109,Kazakhstan,Shymkent,KAZ
1110,Philippines,Iligan,PHL
1111,Iran,Qazvin,IRN
1112,Nigeria,Calabar,NGA
1113,Turkey,Malatya,TUR
1114,China,Dadukou,CHN
1115,Iran,Bandar `Abbas,IRN
1116,Russia,Naberezhnyye Chelny,RUS
1117,Syria,Hamah,SYR
1118,Australia,Cranbourne,AUS
1119,Peru,Iquitos,PER
1120,Afghanistan,Mazar-e Sharif,AFG
1121,United Kingdom,Leicester,GBR
1122,Russia,Kirov,RUS
1123,China,Jingdezhen,CHN
1124,Mexico,Durango,MEX
1125,Indonesia,Jambi,IDN
1126,Brazil,Volta Redonda,BRA
1127,China,Hengshui,CHN
1128,Tunisia,Sfax,TUN
1129,United Kingdom,Sunderland,GBR
1130,Mexico,Xalapa,MEX
1131,Ukraine,Luhans'k,UKR
1132,Indonesia,Manado,IDN
1133,Kazakhstan,Qaraghandy,KAZ
1134,Iraq,An Nasiriyah,IRQ
1135,Canada,Oshawa,CAN
1136,China,Taihecun,CHN
1137,United Kingdom,Belfast,GBR
1138,Turkey,Sanliurfa,TUR
1139,China,Chengde,CHN
1140,China,Jiangguanchi,CHN
1141,Algeria,Chlef,DZA
1142,Japan,Oita,JPN
1143,Philippines,Baguio City,PHL
1144,Argentina,San Juan,ARG
1145,Russia,Cheboksary,RUS
1146,Nigeria,Ado-Ekiti,NGA
1147,Indonesia,Balikpapan,IDN
1148,India,Bellary,IND
1149,Cameroon,Bamenda,CMR
1150,Belgium,Gent,BEL
1151,Japan,Tokushima,JPN
1152,United States,Little Rock,USA
1153,China,Wuzhou,CHN
1154,United Kingdom,Portsmouth,GBR
1155,United States,Harrisburg,USA
1156,Venezuela,Cabimas,VEN
1157,Brazil,Foz do Iguacu,BRA
1158,United States,Denton,USA
1159,Japan,Wakayama,JPN
1160,France,Strasbourg,FRA
1161,United States,Madison,USA
1162,Burma,Mawlamyine,MMR
1163,Venezuela,San Cristobal,VEN
1164,France,Nantes,FRA
1165,Tajikistan,Khujand,TJK
1166,China,Guangyuan,CHN
1167,Iran,Khomeyni Shahr,IRN
1168,Cameroon,Garoua,CMR
1169,Congo (Kinshasa),Bukavu,COD
1170,India,Tuticorin,IND
1171,Japan,Nagasaki,JPN
1172,"Korea, South",Pohang,KOR
1173,Russia,Kaliningrad,RUS
1174,Congo (Kinshasa),Likasi,COD
1175,United States,Reno,USA
1176,Jamaica,Spanish Town,JAM
1177,United States,Port St. Lucie,USA
1178,Argentina,San Luis,ARG
1179,Nigeria,Katsina,NGA
1180,South Africa,Welkom,ZAF
1181,Colombia,Santa Marta,COL
1182,Mexico,Villahermosa,MEX
1183,Russia,Bryansk,RUS
1184,United Kingdom,Bournemouth,GBR
1185,Indonesia,Bengkulu,IDN
1186,Germany,Heidelberg,DEU
1187,United States,Oakland,USA
1188,India,Kurnool,IND
1189,China,Chaozhou,CHN
1190,Philippines,Batangas,PHL
1191,India,Gaya,IND
1192,Colombia,Ibague,COL
1193,Russia,Ivanovo,RUS
1194,Turkey,Erzurum,TUR
1195,Nigeria,Akure,NGA
1196,Egypt,Asyut,EGY
1197,Congo (Kinshasa),Kolwezi,COD
1198,Pakistan,Sukkur,PAK
1199,China,Luohe,CHN
1200,Brazil,Campina Grande,BRA
1201,Canada,Kitchener,CAN
1202,United States,Winston-Salem,USA
1203,United Kingdom,Middlesbrough,GBR
1204,China,Meizhou,CHN
1205,Iran,Ardabil,IRN
1206,Russia,Magnitogorsk,RUS
1207,Japan,Gifu,JPN
1208,Peru,Huancayo,PER
1209,Vietnam,Nha Trang,VNM
1210,Venezuela,Maturin,VEN
1211,China,Zhangjiakou Shi Xuanhua Qu,CHN
1212,Russia,Kursk,RUS
1213,Morocco,Oujda-Angad,MAR
1214,France,Metz,FRA
1215,United Arab Emirates,Al `Ayn,ARE
1216,"Korea, South",Jeju,KOR
1217,Nigeria,Osogbo,NGA
1218,United States,Indio,USA
1219,Brazil,Ipatinga,BRA
1220,Poland,Szczecin,POL
1221,United States,Durham,USA
1222,United States,Syracuse,USA
1223,United States,Chattanooga,USA
1224,Spain,Murcia,ESP
1225,Egypt,Tanta,EGY
1226,Zambia,Kitwe,ZMB
1227,United States,Lancaster,USA
1228,Tanzania,Zanzibar,TZA
1229,Brazil,Taubate,BRA
1230,China,Ghulja,CHN
1231,Philippines,Pasay City,PHL
1232,United States,Spokane,USA
1233,Uganda,Mbale,UGA
1234,United States,Palm Coast,USA
1235,Sudan,Kassala,SDN
1236,"Korea, North",Sunch'on,PRK
1237,Russia,Tver',RUS
1238,India,Sikar,IND
1239,China,Jiangjiafan,CHN
1240,Russia,Surgut,RUS
1241,India,Tumkur,IND
1242,Mexico,Gomez Palacio,MEX
1243,Saudi Arabia,Buraydah,SAU
1244,Ukraine,Khmel'nyts'kyy,UKR
1245,Netherlands,Eindhoven,NLD
1246,Thailand,Chiang Mai,THA
1247,Peru,Piura,PER
1248,Ukraine,Horlivka,UKR
1249,United States,Arlington,USA
1250,Zambia,Ndola,ZMB
1251,China,Yuxi,CHN
1252,United States,Bonita Springs,USA
1253,United States,Poughkeepsie,USA
1254,Kenya,Kisumu,KEN
1255,United States,Stockton,USA
1256,India,Quilon,IND
1257,Sudan,El Obeid,SDN
1258,Sudan,Nyala,SDN
1259,Malaysia,Sandakan,MYS
1260,India,Ahmadnagar,IND
1261,Kyrgyzstan,Osh,KGZ
1262,United Kingdom,Stoke-on-Trent,GBR
1263,India,Bhilwara,IND
1264,United States,Oxnard,USA
1265,Bangladesh,Comilla,BGD
1266,United States,Augusta,USA
1267,United States,Scranton,USA
1268,Thailand,Samut Prakan,THA
1269,France,Grenoble,FRA
1270,Mozambique,Nampula,MOZ
1271,India,Nizamabad,IND
1272,Spain,Granada,ESP
1273,Czechia,Brno,CZE
1274,United Kingdom,Coventry,GBR
1275,Costa Rica,Alajuela,CRI
1276,Philippines,Iloilo,PHL
1277,Brazil,Campos,BRA
1278,Argentina,Resistencia,ARG
1279,China,Baicheng,CHN
1280,Uzbekistan,Qarshi,UZB
1281,Libya,Misratah,LBY
1282,Saudi Arabia,Ha'il,SAU
1283,United States,Boise,USA
1284,Algeria,Bejaia,DZA
1285,United Kingdom,Southampton,GBR
1286,Mexico,Celaya,MEX
1287,Colombia,Pasto,COL
1288,United States,Modesto,USA
1289,Brazil,Caxias do Sul,BRA
1290,Russia,Nizhniy Tagil,RUS
1291,China,Xichang,CHN
1292,China,Dezhou,CHN
1293,Spain,Vigo,ESP
1294,Spain,Las Palmas de Gran Canaria,ESP
1295,India,Parbhani,IND
1296,Germany,Karlsruhe,DEU
1297,China,Zhoukou,CHN
1298,Ukraine,Makiyivka,UKR
1299,China,Putian,CHN
1300,Turkey,Kahramanmaras,TUR
1301,Colombia,Manizales,COL
1302,Spain,Palma,ESP
1303,New Zealand,Manukau City,NZL
1304,India,Shillong,IND
1305,Iran,Khorramabad,IRN
1306,Colombia,Villavicencio,COL
1307,Brazil,Sao Jose do Rio Preto,BRA
1308,Lithuania,Kaunas,LTU
1309,India,Latur,IND
1310,United States,Kissimmee,USA
1311,United States,Youngstown,USA
1312,China,Shache,CHN
1313,Malaysia,Seremban,MYS
1314,Turkey,Denizli,TUR
1315,Turkey,Van,TUR
1316,Spain,A Coruna,ESP
1317,Iran,Madan,IRN
1318,China,Quzhou,CHN
1319,India,Rajapalaiyam,IND
1320,United Kingdom,Reading,GBR
1321,Saudi Arabia,Najran,SAU
1322,Belarus,Mahilyow,BLR
1323,Saudi Arabia,Al Qatif,SAU
1324,Mexico,Mazatlan,MEX
1325,China,Longyan,CHN
1326,United States,Aurora,USA
1327,Poland,Bydgoszcz,POL
1328,Malaysia,Kuantan,MYS
1329,Indonesia,Gorontalo,IDN
1330,Kenya,Nakuru,KEN
1331,Russia,Vladikavkaz,RUS
1332,Pakistan,Larkana,PAK
1333,New Zealand,Christchurch,NZL
1334,Russia,Stavropol',RUS
1335,China,Sanya,CHN
1336,India,Bhagalpur,IND
1337,Pakistan,Shekhupura,PAK
1338,Peru,Cusco,PER
1339,Ghana,Tamale,GHA
1340,Russia,Ulan-Ude,RUS
1341,Burkina Faso,Bobo-Dioulasso,BFA
1342,Poland,Lublin,POL
1343,Canada,Halifax,CAN
1344,Germany,Augsburg,DEU
1345,Malaysia,Sungai Petani,MYS
1346,Iraq,Ad Diwaniyah,IRQ
1347,Kazakhstan,Taraz,KAZ
1348,France,Toulon,FRA
1349,Iran,Zanjan,IRN
1350,Spain,Donostia,ESP
1351,Japan,Iwaki,JPN
1352,Paraguay,Encarnacion,PRY
1353,Argentina,Posadas,ARG
1354,China,Fuyu,CHN
1355,Vietnam,Ca Mau,VNM
1356,Japan,Asahikawa,JPN
1357,Pakistan,Mirpur Khas,PAK
1358,Russia,Arkhangel'sk,RUS
1359,China,Wafangdian,CHN
1360,Indonesia,Ambon,IDN
1361,Mexico,Orizaba,MEX
1362,China,Hongzhai,CHN
1363,Argentina,Santiago del Estero,ARG
1364,Japan,Mito,JPN
1365,Morocco,Safi,MAR
1366,Kenya,Eldoret,KEN
1367,Pakistan,Rahimyar Khan,PAK
1368,Colombia,Neiva,COL
1369,United States,Anaheim,USA
1370,Ukraine,Vinnytsya,UKR
1371,Taiwan,Hualien,TWN
1372,Malaysia,Kuala Terengganu,MYS
1373,Vietnam,Long Xuyen,VNM
1374,Vietnam,Viet Tri,VNM
1375,Uzbekistan,Qo`qon,UZB
1376,China,Yingmen,CHN
1377,Netherlands,Haarlem,NLD
1378,Vietnam,Buon Ma Thuot,VNM
1379,Peru,Chimbote,PER
1380,India,Muzaffarnagar,IND
1381,Mexico,Nuevo Laredo,MEX
1382,United States,Lancaster,USA
1383,Iran,Sanandaj,IRN
1384,Austria,Linz,AUT
1385,Cuba,Camaguey,CUB
1386,Italy,Verona,ITA
1387,United States,Victorville,USA
1388,Canada,London,CAN
1389,Venezuela,Merida,VEN
1390,Belgium,Charleroi,BEL
1391,Russia,Belgorod,RUS
1392,Sudan,Kusti,SDN
1393,Iraq,Al `Amarah,IRQ
1394,Japan,Maebashi,JPN
1395,United States,Pensacola,USA
1396,Russia,Kurgan,RUS
1397,Pakistan,Kohat,PAK
1398,Belarus,Vitsyebsk,BLR
1399,Brazil,Piracicaba,BRA
1400,"Korea, South",Yeosu,KOR
1401,United States,Fayetteville,USA
1402,Puerto Rico,San Juan,PRI
1403,United States,Corpus Christi,USA
1404,Pakistan,Jhang City,PAK
1405,Indonesia,Pematangsiantar,IDN
1406,Tanzania,Arusha,TZA
1407,Argentina,Corrientes,ARG
1408,Japan,Tamuramachi-moriyama,JPN
1409,Bulgaria,Plovdiv,BGR
1410,Zimbabwe,Chitungwiza,ZWE
1411,China,Aksu,CHN
1412,China,Yucheng,CHN
1413,China,Tieling,CHN
1414,Mexico,Irapuato,MEX
1415,Russia,Kaluga,RUS
1416,South Africa,East London,ZAF
1417,United States,Jackson,USA
1418,"Korea, North",Kaesong,PRK
1419,Venezuela,Ciudad Bolivar,VEN
1420,Japan,Kawagoe,JPN
1421,Nepal,Jitpur,NPL
1422,Vietnam,Phan Thiet,VNM
1423,Malaysia,Alor Setar,MYS
1424,Spain,Santa Cruz de Tenerife,ESP
1425,Spain,Gijon,ESP
1426,United States,Greensboro,USA
1427,Japan,Kochi,JPN
1428,United States,Flint,USA
1429,United States,Islip,USA
1430,Brazil,Bauru,BRA
1431,Thailand,Nakhon Ratchasima,THA
1432,Russia,Orel,RUS
1433,Japan,Takamatsu,JPN
1434,United States,Santa Ana,USA
1435,India,Muzaffarpur,IND
1436,Congo (Kinshasa),Beni,COD
1437,Japan,Toyama,JPN
1438,China,Hangu,CHN
1439,Sudan,Wad Medani,SDN
1440,Brazil,Montes Claros,BRA
1441,Germany,Bielefeld,DEU
1442,China,Heyuan,CHN
1443,India,Mathura,IND
1444,Bangladesh,Mymensingh,BGD
1445,China,Baishan,CHN
1446,India,Patiala,IND
1447,"Korea, North",Wonsan,PRK
1448,Kazakhstan,Pavlodar,KAZ
1449,United States,Fort Wayne,USA
1450,Brazil,Maringa,BRA
1451,India,Saugor,IND
1452,Russia,Sochi,RUS
1453,France,Montpellier,FRA
1454,Brazil,Itajai,BRA
1455,Tunisia,Sousse,TUN
1456,United States,Ann Arbor,USA
1457,Romania,Iasi,ROU
1458,India,Brahmapur,IND
1459,Iran,Birjand,IRN
1460,United States,Fayetteville,USA
1461,Russia,Yoshkar-Ola,RUS
1462,Japan,Miyazaki,JPN
1463,Russia,Volzhskiy,RUS
1464,China,Chenzhou,CHN
1465,Spain,Valladolid,ESP
1466,United States,Santa Rosa,USA
1467,Iraq,Al Kut,IRQ
1468,Spain,Cordoba,ESP
1469,Russia,Smolensk,RUS
1470,United States,Lansing,USA
1471,Paraguay,Ciudad del Este,PRY
1472,Brazil,Pelotas,BRA
1473,Russia,Podol'sk,RUS
1474,Ukraine,Kherson,UKR
1475,India,Shahjanpur,IND
1476,Brazil,Itu,BRA
1477,Philippines,Legazpi City,PHL
1478,Japan,Akita,JPN
1479,Cameroon,Maroua,CMR
1480,Brazil,Anapolis,BRA
1481,Mexico,Pachuca,MEX
1482,Uzbekistan,Bukhara,UZB
1483,Russia,Murmansk,RUS
1484,Canada,Windsor,CAN
1485,Cuba,Holguin,CUB
1486,Kazakhstan,Oskemen,KAZ
1487,Mexico,Tepic,MEX
1488,Russia,Vladimir,RUS
1489,United States,Mobile,USA
1490,Thailand,Hat Yai,THA
1491,Ukraine,Poltava,UKR
1492,Venezuela,Cumana,VEN
1493,Belarus,Hrodna,BLR
1494,India,Rohtak,IND
1495,Egypt,Al Fayyum,EGY
1496,Romania,Cluj-Napoca,ROU
1497,Nigeria,Bauchi,NGA
1498,United States,Lexington,USA
1499,Spain,Alicante,ESP
1500,Iran,Dezful,IRN
1501,Venezuela,Maiquetia,VEN
1502,Colombia,Armenia,COL
1503,Romania,Timisoara,ROU
1504,Italy,Pescara,ITA
1505,Poland,Gdynia,POL
1506,Philippines,Angeles City,PHL
1507,China,Ningde,CHN
1508,Egypt,Aswan,EGY
1509,Bulgaria,Varna,BGR
1510,Germany,Koblenz,DEU
1511,Russia,Cherepovets,RUS
1512,Tajikistan,Qurghonteppa,TJK
1513,Kazakhstan,Semey,KAZ
1514,Romania,Galati,ROU
1515,Romania,Brasov,ROU
1516,India,Sambalpur,IND
1517,Peru,Pucallpa,PER
1518,Chile,Antofagasta,CHL
1519,United States,Huntsville,USA
1520,United States,Santa Clarita,USA
1521,United States,Asheville,USA
1522,Nigeria,Sapele,NGA
1523,Syria,Dayr az Zawr,SYR
1524,Russia,Chita,RUS
1525,Colombia,Valledupar,COL
1526,Brazil,Vitoria da Conquista,BRA
1527,Madagascar,Antsirabe,MDG
1528,Russia,Nal'chik,RUS
1529,Ukraine,Chernihiv,UKR
1530,India,Ratlam,IND
1531,United States,St. Paul,USA
1532,Morocco,Ksar El Kebir,MAR
1533,Malaysia,Tawau,MYS
1534,India,Firozabad,IND
1535,Brazil,Porto Velho,BRA
1536,Argentina,San Salvador de Jujuy,ARG
1537,Turkey,Hatay,TUR
1538,Brazil,Franca,BRA
1539,India,Rajahmundry,IND
1540,Philippines,Olongapo,PHL
1541,Romania,Craiova,ROU
1542,Egypt,Kawm Umbu,EGY
1543,Venezuela,Los Teques,VEN
1544,Romania,Constanta,ROU
1545,Russia,Saransk,RUS
1546,China,Wenlan,CHN
1547,Azerbaijan,Ganca,AZE
1548,United States,Fort Collins,USA
1549,Japan,Hakodate,JPN
1550,United States,Antioch,USA
1551,Germany,Chemnitz,DEU
1552,United States,Henderson,USA
1553,United Kingdom,Kingston upon Hull,GBR
1554,Turkey,Batman,TUR
1555,Egypt,Qina,EGY
1556,India,Barddhaman,IND
1557,Uganda,Jinja,UGA
1558,Pakistan,Gujrat,PAK
1559,Russia,Tambov,RUS
1560,China,Kumul,CHN
1561,Belarus,Brest,BLR
1562,Pakistan,Mardan,PAK
1563,India,Bidar,IND
1564,Vietnam,Rach Gia,VNM
1565,Vietnam,Soc Trang,VNM
1566,Kazakhstan,Qyzylorda,KAZ
1567,Mauritius,Curepipe,MUS
1568,"Korea, North",Kanggye,PRK
1569,Iraq,Ba`qubah,IRQ
1570,Egypt,Damietta,EGY
1571,United States,Oyster Bay,USA
1572,Indonesia,Jember,IDN
1573,Saudi Arabia,Al Mubarraz,SAU
1574,Saudi Arabia,Al Kharj,SAU
1575,Japan,Aomori,JPN
1576,Ukraine,Chernivtsi,UKR
1577,Turkey,Iskenderun,TUR
1578,Ukraine,Cherkasy,UKR
1579,United States,Trenton,USA
1580,India,Rampur,IND
1581,Japan,Morioka,JPN
1582,Iraq,Ar Ramadi,IRQ
1583,Russia,Vologda,RUS
1584,Ukraine,Sumy,UKR
1585,United Kingdom,Abertawe,GBR
1586,Japan,Fukushima,JPN
1587,Brazil,Blumenau,BRA
1588,Senegal,Thies,SEN
1589,India,Kakinada,IND
1590,India,Panipat,IND
1591,Nigeria,Makurdi,NGA
1592,Brazil,Ponta Grossa,BRA
1593,Nigeria,Minna,NGA
1594,Poland,Bialystok,POL
1595,Tanzania,Mbeya,TZA
1596,Italy,Cagliari,ITA
1597,United States,Lakeland,USA
1598,India,Khammam,IND
1599,Cameroon,Bafoussam,CMR
1600,Pakistan,Kasur,PAK
1601,China,Hong'an,CHN
1602,Germany,Kassel,DEU
1603,Brazil,Limeira,BRA
1604,Canada,Victoria,CAN
1605,India,Bhuj,IND
1606,China,Huizhou,CHN
1607,India,Karimnagar,IND
1608,"Korea, North",Sinuiju,PRK
1609,Chile,Talcahuano,CHL
1610,Mexico,Ciudad Obregon,MEX
1611,United States,Shreveport,USA
1612,United States,Davenport,USA
1613,Mexico,Coatzacoalcos,MEX
1614,United States,Springfield,USA
1615,India,Tirupati,IND
1616,Ecuador,Cuenca,ECU
1617,Congo (Kinshasa),Butembo,COD
1618,Ghana,Sekondi,GHA
1619,United States,Plano,USA
1620,Brazil,Petropolis,BRA
1621,India,Hospet,IND
1622,Bangladesh,Rangpur,BGD
1623,United States,Rockford,USA
1624,United States,Newark,USA
1625,United States,Lincoln,USA
1626,Egypt,Az Zaqaziq,EGY
1627,India,Mandya,IND
1628,United States,Round Lake Beach,USA
1629,Burma,Bago,MMR
1630,Venezuela,Barinas,VEN
1631,"Korea, South",Iksan,KOR
1632,India,Alwar,IND
1633,Philippines,Cadiz,PHL
1634,Spain,Cadiz,ESP
1635,India,Aizawl,IND
1636,Indonesia,Kupang,IDN
1637,China,Tongchuanshi,CHN
1638,Ukraine,Zhytomyr,UKR
1639,China,Jining,CHN
1640,Argentina,Bahia Blanca,ARG
1641,Haiti,Cap-Haitien,HTI
1642,Ecuador,Ambato,ECU
1643,United States,South Bend,USA
1644,Iran,Gorgan,IRN
1645,Algeria,Batna,DZA
1646,Peru,Tacna,PER
1647,United States,Savannah,USA
1648,Philippines,Tacloban,PHL
1649,China,Xinzhou,CHN
1650,Philippines,Cotabato,PHL
1651,Turkey,Rize,TUR
1652,Peru,Ica,PER
1653,Azerbaijan,Sumqayit,AZE
1654,Russia,Taganrog,RUS
1655,Senegal,Kaolack,SEN
1656,Russia,Kostroma,RUS
1657,United States,Irvine,USA
1658,Nigeria,Owo,NGA
1659,Indonesia,Sukabumi,IDN
1660,Russia,Komsomol'sk-na-Amure,RUS
1661,Russia,Prokop'yevsk,RUS
1662,Colombia,Monteria,COL
1663,Congo (Kinshasa),Mbandaka,COD
1664,Mexico,Ciudad Victoria,MEX
